train_id,block_id,train_priority_class,passenger_load_percent,conflict_type
TRN-04917,BLK-016279,2,52.5,Track Occupied
TRN-04918,BLK-003699,1,42.9,Track Occupied
TRN-04919,BLK-023313,3,63.1,Track Occupied
TRN-04920,BLK-028863,2,72.6,Track Occupied
TRN-04921,BLK-004119,2,86.9,Track Occupied
TRN-04922,BLK-004890,2,87.4,Track Occupied
TRN-04923,BLK-007677,2,60.0,Track Occupied
TRN-04923,BLK-007678,2,60.0,Track Occupied
TRN-04924,BLK-010170,2,57.8,Track Occupied
TRN-04925,BLK-021235,2,68.0,Track Occupied
TRN-04925,BLK-021236,2,68.0,Track Occupied
TRN-04926,BLK-010032,3,83.2,Track Occupied
TRN-04927,BLK-007228,2,96.8,Track Occupied
TRN-04928,BLK-010776,1,45.2,Track Occupied
TRN-04929,BLK-004476,3,98.3,Track Occupied
TRN-04930,BLK-019666,2,68.4,Track Occupied
TRN-04931,BLK-029025,3,76.2,Track Occupied
TRN-04932,BLK-013406,3,86.3,Track Occupied
TRN-04932,BLK-013407,3,86.3,Track Occupied
TRN-04933,BLK-021858,3,82.3,Track Occupied
TRN-04934,BLK-029907,2,57.0,Track Occupied
TRN-04935,BLK-016595,3,76.0,Track Occupied
TRN-04936,BLK-024685,2,56.6,Track Occupied
TRN-04937,BLK-022539,1,74.0,Track Occupied
TRN-04938,BLK-032986,3,99.0,Track Occupied
TRN-04939,BLK-024414,3,84.8,Track Occupied
TRN-04939,BLK-024415,3,84.8,Track Occupied
TRN-04940,BLK-010560,2,61.2,Track Occupied
TRN-04941,BLK-028307,2,56.2,Track Occupied
TRN-04942,BLK-016362,3,47.6,Track Occupied
TRN-04943,BLK-028359,3,73.8,Track Occupied
TRN-04944,BLK-000031,3,51.9,Track Occupied
TRN-04945,BLK-001667,2,83.9,Track Occupied
TRN-04946,BLK-001579,3,75.3,Track Occupied
TRN-04946,BLK-001580,3,75.3,Track Occupied
TRN-04947,BLK-023978,3,69.4,Track Occupied
TRN-04948,BLK-013426,3,84.5,Track Occupied
TRN-04949,BLK-011758,1,12.0,Track Occupied
TRN-04950,BLK-028796,1,22.1,Track Occupied
TRN-04950,BLK-028797,1,22.1,Track Occupied
TRN-04951,BLK-015845,2,78.9,Track Occupied
TRN-04952,BLK-029891,2,79.7,Track Occupied
TRN-04953,BLK-015020,3,81.3,Track Occupied
TRN-04954,BLK-000664,2,70.6,Track Occupied
TRN-04955,BLK-025773,2,70.2,Track Occupied
TRN-04955,BLK-025774,2,70.2,Track Occupied
TRN-04956,BLK-029061,3,74.3,Track Occupied
TRN-04957,BLK-019107,1,30.4,Track Occupied
TRN-04958,BLK-020644,2,67.1,Track Occupied
TRN-04959,BLK-026232,3,80.1,Track Occupied
TRN-04960,BLK-029698,1,33.9,Track Occupied
TRN-04961,BLK-026224,1,55.7,Track Occupied
TRN-04962,BLK-007621,2,65.5,Track Occupied
TRN-04963,BLK-009345,1,34.6,Track Occupied
TRN-04964,BLK-020580,2,52.4,Track Occupied
TRN-04965,BLK-033525,1,45.4,Track Occupied
TRN-04966,BLK-028315,3,51.5,Track Occupied
TRN-04967,BLK-027622,3,86.2,Track Occupied
TRN-04968,BLK-004042,2,59.2,Track Occupied
TRN-04969,BLK-013506,3,54.4,Track Occupied
TRN-04970,BLK-001529,2,81.3,Track Occupied
TRN-04971,BLK-004877,1,6.0,Track Occupied
TRN-04972,BLK-002585,2,99.0,Track Occupied
TRN-04972,BLK-002586,2,99.0,Track Occupied
TRN-04973,BLK-002527,3,79.9,Track Occupied
TRN-04974,BLK-021353,1,33.1,Track Occupied
TRN-04975,BLK-019327,1,25.1,Track Occupied
TRN-04976,BLK-007590,1,5.0,Track Occupied
TRN-04977,BLK-032424,3,87.6,Track Occupied
TRN-04978,BLK-009353,2,78.5,Track Occupied
TRN-04978,BLK-009354,2,78.5,Track Occupied
TRN-04979,BLK-030703,2,43.1,Track Occupied
TRN-04980,BLK-029431,3,62.6,Track Occupied
TRN-04981,BLK-028401,2,54.9,Track Occupied
TRN-04982,BLK-013126,2,64.1,Track Occupied
TRN-04983,BLK-027223,2,99.0,Track Occupied
TRN-04984,BLK-022937,3,96.3,Track Occupied
TRN-04985,BLK-003973,3,72.4,Track Occupied
TRN-04986,BLK-012867,2,78.6,Track Occupied
TRN-04987,BLK-008104,2,88.0,Track Occupied
TRN-04987,BLK-008105,2,88.0,Track Occupied
TRN-04988,BLK-018719,3,99.0,Track Occupied
TRN-04988,BLK-018720,3,99.0,Track Occupied
TRN-04989,BLK-003144,1,27.9,Track Occupied
TRN-04990,BLK-010068,2,54.1,Track Occupied
TRN-04991,BLK-012367,3,69.2,Track Occupied
TRN-04992,BLK-021294,2,64.8,Track Occupied
TRN-04993,BLK-009734,3,60.0,Track Occupied
TRN-04993,BLK-009735,3,60.0,Track Occupied
TRN-04994,BLK-018128,1,20.3,Track Occupied
TRN-04994,BLK-018129,1,20.3,Track Occupied
TRN-04995,BLK-007697,2,60.0,Track Occupied
TRN-04996,BLK-031812,2,64.6,Track Occupied
TRN-04997,BLK-003262,2,90.4,Track Occupied
TRN-04998,BLK-023680,3,92.4,Track Occupied
TRN-04999,BLK-010745,3,68.2,Track Occupied
TRN-04999,BLK-010746,3,68.2,Track Occupied
TRN-05000,BLK-007297,2,79.3,Track Occupied
TRN-05001,BLK-006205,2,83.2,Track Occupied
TRN-05002,BLK-009824,1,25.7,Track Occupied
TRN-05003,BLK-019170,1,36.2,Track Occupied
TRN-05004,BLK-026796,2,65.1,Track Occupied
TRN-05005,BLK-014048,2,58.2,Track Occupied
TRN-05006,BLK-020413,1,41.3,Track Occupied
TRN-05007,BLK-001079,3,63.1,Track Occupied
TRN-05008,BLK-029489,3,74.0,Track Occupied
TRN-05008,BLK-029490,3,74.0,Track Occupied
TRN-05009,BLK-011849,1,32.5,Track Occupied
TRN-05010,BLK-005955,3,67.5,Track Occupied
TRN-05011,BLK-017691,3,77.6,Track Occupied
TRN-05012,BLK-018248,2,54.3,Track Occupied
TRN-05013,BLK-033559,2,87.2,Track Occupied
TRN-05014,BLK-004423,3,71.3,Track Occupied
TRN-05015,BLK-026185,2,71.0,Track Occupied
TRN-05015,BLK-026186,2,71.0,Track Occupied
TRN-05016,BLK-009626,3,99.0,Track Occupied
TRN-05017,BLK-011198,3,86.9,Track Occupied
TRN-05018,BLK-004520,3,70.9,Track Occupied
TRN-05019,BLK-024845,2,64.8,Track Occupied
TRN-05020,BLK-024824,3,54.6,Track Occupied
TRN-05021,BLK-029522,3,89.5,Track Occupied
TRN-05022,BLK-032908,3,99.0,Track Occupied
TRN-05023,BLK-023280,2,93.9,Track Occupied
TRN-05024,BLK-032089,2,68.6,Track Occupied
TRN-05025,BLK-018614,3,56.9,Track Occupied
TRN-05026,BLK-017018,1,27.9,Track Occupied
TRN-05027,BLK-012979,3,64.9,Track Occupied
TRN-05028,BLK-026479,3,70.6,Track Occupied
TRN-05029,BLK-019769,1,22.5,Track Occupied
TRN-05030,BLK-012280,2,94.9,Track Occupied
TRN-05031,BLK-002551,2,56.3,Track Occupied
TRN-05032,BLK-027728,2,32.4,Track Occupied
TRN-05033,BLK-032627,1,44.5,Track Occupied
TRN-05034,BLK-007852,2,76.3,Track Occupied
TRN-05035,BLK-028361,3,69.3,Track Occupied
TRN-05036,BLK-029889,1,18.1,Track Occupied
TRN-05037,BLK-015218,2,60.5,Track Occupied
TRN-05038,BLK-015496,1,39.1,Track Occupied
TRN-05039,BLK-028259,3,51.0,Track Occupied
TRN-05040,BLK-001767,1,5.0,Track Occupied
TRN-05041,BLK-007889,3,99.0,Track Occupied
TRN-05042,BLK-012206,1,35.6,Track Occupied
TRN-05043,BLK-016002,1,23.2,Track Occupied
TRN-05044,BLK-018555,3,69.2,Track Occupied
TRN-05044,BLK-018556,3,69.2,Track Occupied
TRN-05045,BLK-032406,3,59.6,Track Occupied
TRN-05046,BLK-014057,2,55.0,Track Occupied
TRN-05047,BLK-029923,2,99.0,Track Occupied
TRN-05048,BLK-002890,2,56.6,Track Occupied
TRN-05048,BLK-002891,2,56.6,Track Occupied
TRN-05049,BLK-012810,3,80.9,Track Occupied
TRN-05050,BLK-010264,3,73.2,Track Occupied
TRN-05051,BLK-001528,1,37.4,Track Occupied
TRN-05052,BLK-030545,2,84.3,Track Occupied
TRN-05053,BLK-021512,3,88.9,Track Occupied
TRN-05054,BLK-015279,1,59.8,Track Occupied
TRN-05055,BLK-024647,1,23.0,Track Occupied
TRN-05056,BLK-015066,2,84.7,Track Occupied
TRN-05057,BLK-006818,2,74.9,Track Occupied
TRN-05058,BLK-004521,2,92.9,Track Occupied
TRN-05059,BLK-004863,3,99.0,Track Occupied
TRN-05060,BLK-016518,2,55.1,Track Occupied
TRN-05061,BLK-000058,1,26.1,Track Occupied
TRN-05062,BLK-023282,2,84.7,Track Occupied
TRN-05063,BLK-024348,3,92.3,Track Occupied
TRN-05064,BLK-020678,2,77.6,Track Occupied
TRN-05065,BLK-011543,2,90.3,Track Occupied
TRN-05066,BLK-020658,1,55.1,Track Occupied
TRN-05067,BLK-022477,1,52.2,Track Occupied
TRN-05068,BLK-014968,3,63.3,Track Occupied
TRN-05069,BLK-004889,3,72.9,Track Occupied
TRN-05070,BLK-029708,2,76.9,Track Occupied
TRN-05071,BLK-018648,3,75.1,Track Occupied
TRN-05072,BLK-019005,1,16.3,Track Occupied
TRN-05073,BLK-022218,2,66.5,Track Occupied
TRN-05074,BLK-002642,3,99.0,Track Occupied
TRN-05075,BLK-025065,2,64.4,Track Occupied
TRN-05076,BLK-019993,2,99.0,Track Occupied
TRN-05077,BLK-020705,3,88.5,Track Occupied
TRN-05078,BLK-032820,2,73.9,Track Occupied
TRN-05079,BLK-021752,1,32.7,Track Occupied
TRN-05080,BLK-002603,2,65.2,Track Occupied
TRN-05081,BLK-032253,3,48.7,Track Occupied
TRN-05082,BLK-002340,3,59.4,Track Occupied
TRN-05083,BLK-005356,3,76.9,Track Occupied
TRN-05084,BLK-012284,2,69.2,Track Occupied
TRN-05085,BLK-002758,3,45.4,Track Occupied
TRN-05086,BLK-021383,2,44.8,Track Occupied
TRN-05087,BLK-029668,2,73.0,Track Occupied
TRN-05088,BLK-017529,1,21.7,Track Occupied
TRN-05089,BLK-016256,2,98.5,Track Occupied
TRN-05090,BLK-029768,2,97.0,Track Occupied
TRN-05091,BLK-018317,2,72.7,Track Occupied
TRN-05092,BLK-016864,1,25.8,Track Occupied
TRN-05093,BLK-008726,2,65.5,Track Occupied
TRN-05094,BLK-010828,3,70.3,Track Occupied
TRN-05094,BLK-010829,3,70.3,Track Occupied
TRN-05095,BLK-022139,2,56.9,Track Occupied
TRN-05096,BLK-013831,1,26.4,Track Occupied
TRN-05097,BLK-026175,1,40.1,Track Occupied
TRN-05098,BLK-032205,3,72.6,Track Occupied
TRN-05099,BLK-017457,3,60.1,Track Occupied
TRN-05100,BLK-014266,3,76.0,Track Occupied
TRN-05101,BLK-020680,2,85.3,Track Occupied
TRN-05102,BLK-033400,3,89.4,Track Occupied
TRN-05103,BLK-029033,1,38.2,Track Occupied
TRN-05104,BLK-003509,1,26.3,Track Occupied
TRN-05105,BLK-029392,2,62.9,Track Occupied
TRN-05106,BLK-017150,3,49.0,Track Occupied
TRN-05107,BLK-017557,1,44.2,Track Occupied
TRN-05108,BLK-008227,1,22.0,Track Occupied
TRN-05109,BLK-020912,1,37.1,Track Occupied
TRN-05110,BLK-023287,3,73.7,Track Occupied
TRN-05111,BLK-030366,3,53.7,Track Occupied
TRN-05112,BLK-006229,2,51.9,Track Occupied
TRN-05113,BLK-000270,3,93.3,Track Occupied
TRN-05113,BLK-000271,3,93.3,Track Occupied
TRN-05114,BLK-031737,3,99.0,Track Occupied
TRN-05115,BLK-015498,2,87.7,Track Occupied
TRN-05116,BLK-003284,2,83.7,Track Occupied
TRN-05116,BLK-003285,2,83.7,Track Occupied
TRN-05117,BLK-026783,1,46.7,Track Occupied
TRN-05118,BLK-002302,3,67.5,Track Occupied
TRN-05119,BLK-004389,3,52.1,Track Occupied
TRN-05120,BLK-017545,3,75.3,Track Occupied
TRN-05120,BLK-017546,3,75.3,Track Occupied
TRN-05121,BLK-007914,3,47.6,Track Occupied
TRN-05121,BLK-007915,3,47.6,Track Occupied
TRN-05122,BLK-008326,2,87.1,Track Occupied
TRN-05123,BLK-020721,2,88.7,Track Occupied
TRN-05124,BLK-023058,3,63.2,Track Occupied
TRN-05125,BLK-025575,2,67.3,Track Occupied
TRN-05126,BLK-025158,2,82.3,Track Occupied
TRN-05127,BLK-032400,1,63.5,Track Occupied
TRN-05128,BLK-011376,3,71.2,Track Occupied
TRN-05129,BLK-022467,3,79.1,Track Occupied
TRN-05130,BLK-023400,2,99.0,Track Occupied
TRN-05131,BLK-025984,2,99.0,Track Occupied
TRN-05132,BLK-026632,1,34.7,Track Occupied
TRN-05133,BLK-019220,2,68.0,Track Occupied
TRN-05134,BLK-017641,1,55.1,Track Occupied
TRN-05135,BLK-001545,3,63.8,Track Occupied
TRN-05136,BLK-011275,3,45.2,Track Occupied
TRN-05137,BLK-006137,1,23.7,Track Occupied
TRN-05137,BLK-006138,1,23.7,Track Occupied
TRN-05138,BLK-006837,2,84.0,Track Occupied
TRN-05139,BLK-023043,2,45.8,Track Occupied
TRN-05139,BLK-023044,2,45.8,Track Occupied
TRN-05140,BLK-007364,1,14.7,Track Occupied
TRN-05140,BLK-007365,1,14.7,Track Occupied
TRN-05141,BLK-028606,3,56.0,Track Occupied
TRN-05142,BLK-027791,2,71.0,Track Occupied
TRN-05143,BLK-003774,2,73.2,Track Occupied
TRN-05144,BLK-000383,2,33.1,Track Occupied
TRN-05145,BLK-005073,3,79.0,Track Occupied
TRN-05146,BLK-005200,3,99.0,Track Occupied
TRN-05147,BLK-018423,3,54.5,Track Occupied
TRN-05148,BLK-022969,2,79.6,Track Occupied
TRN-05149,BLK-024750,1,53.8,Track Occupied
TRN-05150,BLK-033088,1,15.0,Track Occupied
TRN-05151,BLK-005966,2,73.0,Track Occupied
TRN-05152,BLK-019216,3,93.4,Track Occupied
TRN-05153,BLK-003072,3,91.5,Track Occupied
TRN-05154,BLK-020912,3,83.8,Track Occupied
TRN-05155,BLK-032735,2,91.8,Track Occupied
TRN-05156,BLK-032695,1,10.4,Track Occupied
TRN-05157,BLK-017618,2,80.8,Track Occupied
TRN-05157,BLK-017619,2,80.8,Track Occupied
TRN-05158,BLK-000271,3,71.2,Track Occupied
TRN-05159,BLK-019334,3,77.0,Track Occupied
TRN-05160,BLK-023435,2,69.6,Track Occupied
TRN-05161,BLK-018293,2,93.3,Track Occupied
TRN-05162,BLK-006099,2,77.8,Track Occupied
TRN-05163,BLK-018228,2,41.5,Track Occupied
TRN-05164,BLK-003589,1,57.5,Track Occupied
TRN-05164,BLK-003590,1,57.5,Track Occupied
TRN-05165,BLK-004197,1,26.6,Track Occupied
TRN-05166,BLK-019778,3,92.2,Track Occupied
TRN-05167,BLK-012394,3,44.7,Track Occupied
TRN-05168,BLK-015698,2,52.2,Track Occupied
TRN-05169,BLK-009566,3,58.5,Track Occupied
TRN-05170,BLK-001109,2,64.1,Track Occupied
TRN-05171,BLK-003742,1,33.7,Track Occupied
TRN-05172,BLK-031954,1,44.3,Track Occupied
TRN-05173,BLK-031406,1,33.0,Track Occupied
TRN-05174,BLK-002159,3,79.4,Track Occupied
TRN-05174,BLK-002160,3,79.4,Track Occupied
TRN-05175,BLK-016770,3,72.8,Track Occupied
TRN-05176,BLK-007985,2,73.8,Track Occupied
TRN-05177,BLK-016606,3,81.7,Track Occupied
TRN-05178,BLK-028151,2,76.7,Track Occupied
TRN-05179,BLK-008584,3,70.2,Track Occupied
TRN-05180,BLK-007498,1,28.1,Track Occupied
TRN-05181,BLK-026178,2,65.1,Track Occupied
TRN-05182,BLK-012099,2,78.8,Track Occupied
TRN-05183,BLK-007184,3,74.3,Track Occupied
TRN-05184,BLK-003296,3,56.2,Track Occupied
TRN-05185,BLK-000848,3,64.1,Track Occupied
TRN-05186,BLK-010933,2,49.1,Track Occupied
TRN-05187,BLK-020732,3,76.3,Track Occupied
TRN-05188,BLK-018382,1,40.2,Track Occupied
TRN-05189,BLK-015123,2,76.8,Track Occupied
TRN-05190,BLK-029996,3,84.7,Track Occupied
TRN-05191,BLK-008089,2,78.3,Track Occupied
TRN-05192,BLK-016656,3,81.0,Track Occupied
TRN-05193,BLK-018196,3,68.4,Track Occupied
TRN-05194,BLK-005720,3,79.4,Track Occupied
TRN-05195,BLK-008996,3,79.9,Track Occupied
TRN-05196,BLK-004944,3,36.4,Track Occupied
TRN-05197,BLK-020011,3,63.3,Track Occupied
TRN-05198,BLK-016401,3,81.1,Track Occupied
TRN-05198,BLK-016402,3,81.1,Track Occupied
TRN-05199,BLK-011204,2,81.3,Track Occupied
TRN-05200,BLK-003824,1,23.6,Track Occupied
TRN-05201,BLK-012090,1,5.0,Track Occupied
TRN-05202,BLK-021040,3,50.6,Track Occupied
TRN-05203,BLK-008614,2,54.6,Track Occupied
TRN-05204,BLK-028593,2,73.7,Track Occupied
TRN-05205,BLK-017913,3,62.0,Track Occupied
TRN-05206,BLK-007359,1,10.5,Track Occupied
TRN-05207,BLK-032038,2,81.8,Track Occupied
TRN-05208,BLK-029685,3,98.6,Track Occupied
TRN-05209,BLK-013665,1,5.0,Track Occupied
TRN-05210,BLK-008079,3,87.8,Track Occupied
TRN-05211,BLK-029917,3,82.1,Track Occupied
TRN-05212,BLK-027822,3,69.9,Track Occupied
TRN-05213,BLK-033044,2,81.5,Track Occupied
TRN-05214,BLK-003263,3,86.4,Track Occupied
TRN-05214,BLK-003264,3,86.4,Track Occupied
TRN-05215,BLK-003032,3,88.6,Track Occupied
TRN-05216,BLK-024058,2,57.0,Track Occupied
TRN-05217,BLK-012391,3,56.8,Track Occupied
TRN-05218,BLK-003752,3,96.7,Track Occupied
TRN-05219,BLK-027199,1,43.5,Track Occupied
TRN-05220,BLK-028854,2,90.5,Track Occupied
TRN-05221,BLK-020027,1,37.5,Track Occupied
TRN-05222,BLK-031442,1,40.2,Track Occupied
TRN-05223,BLK-028481,3,51.2,Track Occupied
TRN-05224,BLK-023434,3,99.0,Track Occupied
TRN-05225,BLK-022605,2,66.7,Track Occupied
TRN-05226,BLK-018732,2,81.1,Track Occupied
TRN-05227,BLK-009058,1,43.3,Track Occupied
TRN-05228,BLK-003815,3,71.5,Track Occupied
TRN-05229,BLK-032384,2,55.0,Track Occupied
TRN-05230,BLK-019582,2,69.1,Track Occupied
TRN-05231,BLK-009883,2,81.4,Track Occupied
TRN-05232,BLK-017268,3,62.7,Track Occupied
TRN-05233,BLK-011818,3,78.3,Track Occupied
TRN-05234,BLK-017912,3,77.4,Track Occupied
TRN-05235,BLK-001891,3,45.7,Track Occupied
TRN-05236,BLK-028872,2,92.1,Track Occupied
TRN-05237,BLK-013391,2,65.8,Track Occupied
TRN-05237,BLK-013392,2,65.8,Track Occupied
TRN-05238,BLK-011794,2,87.2,Track Occupied
TRN-05239,BLK-019000,3,42.9,Track Occupied
TRN-05240,BLK-017863,2,76.4,Track Occupied
TRN-05241,BLK-007108,2,75.1,Track Occupied
TRN-05241,BLK-007109,2,75.1,Track Occupied
TRN-05242,BLK-005479,2,68.7,Track Occupied
TRN-05243,BLK-000070,1,43.9,Track Occupied
TRN-05244,BLK-032173,3,44.3,Track Occupied
TRN-05245,BLK-011790,2,75.3,Track Occupied
TRN-05246,BLK-030007,1,23.6,Track Occupied
TRN-05247,BLK-022684,2,52.8,Track Occupied
TRN-05248,BLK-002353,3,79.5,Track Occupied
TRN-05249,BLK-012536,2,70.1,Track Occupied
TRN-05250,BLK-018561,2,75.8,Track Occupied
TRN-05251,BLK-003444,3,72.0,Track Occupied
TRN-05252,BLK-028661,2,65.1,Track Occupied
TRN-05253,BLK-006871,2,42.5,Track Occupied
TRN-05254,BLK-024116,3,70.7,Track Occupied
TRN-05255,BLK-020206,2,51.8,Track Occupied
TRN-05256,BLK-019207,2,52.1,Track Occupied
TRN-05257,BLK-017533,3,65.3,Track Occupied
TRN-05258,BLK-032505,3,43.3,Track Occupied
TRN-05259,BLK-017691,3,97.9,Track Occupied
TRN-05260,BLK-006392,3,78.7,Track Occupied
TRN-05260,BLK-006393,3,78.7,Track Occupied
TRN-05261,BLK-001505,3,59.6,Track Occupied
TRN-05262,BLK-011624,3,82.4,Track Occupied
TRN-05263,BLK-021979,2,78.8,Track Occupied
TRN-05264,BLK-019613,2,37.5,Track Occupied
TRN-05265,BLK-009643,2,79.8,Track Occupied
TRN-05266,BLK-009146,2,85.0,Track Occupied
TRN-05267,BLK-006727,3,91.6,Track Occupied
TRN-05268,BLK-029713,1,19.8,Track Occupied
TRN-05269,BLK-017528,2,80.7,Track Occupied
TRN-05270,BLK-002450,3,64.6,Track Occupied
TRN-05271,BLK-033147,2,66.3,Track Occupied
TRN-05272,BLK-033243,2,78.0,Track Occupied
TRN-05273,BLK-023519,3,74.4,Track Occupied
TRN-05273,BLK-023520,3,74.4,Track Occupied
TRN-05274,BLK-014677,3,33.9,Track Occupied
TRN-05275,BLK-032854,2,80.2,Track Occupied
TRN-05276,BLK-006892,2,62.2,Track Occupied
TRN-05277,BLK-003480,3,53.5,Track Occupied
TRN-05278,BLK-022416,1,11.7,Track Occupied
TRN-05279,BLK-023977,3,69.6,Track Occupied
TRN-05280,BLK-000314,2,80.2,Track Occupied
TRN-05281,BLK-009602,3,54.6,Track Occupied
TRN-05282,BLK-014945,3,87.1,Track Occupied
TRN-05283,BLK-000208,3,80.2,Track Occupied
TRN-05284,BLK-000646,2,66.2,Track Occupied
TRN-05285,BLK-032492,2,45.1,Track Occupied
TRN-05286,BLK-020889,1,48.9,Track Occupied
TRN-05287,BLK-021724,2,80.0,Track Occupied
TRN-05288,BLK-031738,3,76.0,Track Occupied
TRN-05289,BLK-009945,2,63.8,Track Occupied
TRN-05290,BLK-004872,1,30.9,Track Occupied
TRN-05291,BLK-009290,3,72.5,Track Occupied
TRN-05292,BLK-015247,2,90.5,Track Occupied
TRN-05293,BLK-012900,1,39.0,Track Occupied
TRN-05294,BLK-031248,3,91.0,Track Occupied
TRN-05295,BLK-020355,2,79.4,Track Occupied
TRN-05296,BLK-019555,3,91.4,Track Occupied
TRN-05296,BLK-019556,3,91.4,Track Occupied
TRN-05297,BLK-024993,2,85.4,Track Occupied
TRN-05298,BLK-000178,3,52.4,Track Occupied
TRN-05299,BLK-032129,1,28.8,Track Occupied
TRN-05300,BLK-016681,2,59.4,Track Occupied
TRN-05301,BLK-001117,2,89.9,Track Occupied
TRN-05302,BLK-008070,3,63.2,Track Occupied
TRN-05303,BLK-003329,3,79.6,Track Occupied
TRN-05304,BLK-030716,1,34.2,Track Occupied
TRN-05305,BLK-002836,2,87.6,Track Occupied
TRN-05306,BLK-016974,2,63.0,Track Occupied
TRN-05307,BLK-018036,2,51.7,Track Occupied
TRN-05308,BLK-030458,2,70.9,Track Occupied
TRN-05309,BLK-001861,3,50.1,Track Occupied
TRN-05310,BLK-002574,3,83.8,Track Occupied
TRN-05311,BLK-007566,3,75.1,Track Occupied
TRN-05312,BLK-029211,3,83.4,Track Occupied
TRN-05313,BLK-016359,3,91.2,Track Occupied
TRN-05314,BLK-026439,2,75.3,Track Occupied
TRN-05315,BLK-019840,2,58.3,Track Occupied
TRN-05316,BLK-013777,3,84.5,Track Occupied
TRN-05317,BLK-025611,2,58.6,Track Occupied
TRN-05318,BLK-023524,1,29.1,Track Occupied
TRN-05319,BLK-033289,3,94.1,Track Occupied
TRN-05320,BLK-031097,3,76.1,Track Occupied
TRN-05321,BLK-023666,3,79.3,Track Occupied
TRN-05322,BLK-003456,3,71.4,Track Occupied
TRN-05323,BLK-017736,3,55.0,Track Occupied
TRN-05324,BLK-013192,1,29.3,Track Occupied
TRN-05325,BLK-002826,2,48.6,Track Occupied
TRN-05326,BLK-010400,3,66.1,Track Occupied
TRN-05327,BLK-005259,3,73.9,Track Occupied
TRN-05328,BLK-021193,1,30.5,Track Occupied
TRN-05329,BLK-004538,3,74.2,Track Occupied
TRN-05330,BLK-016165,3,60.8,Track Occupied
TRN-05331,BLK-017089,3,54.7,Track Occupied
TRN-05332,BLK-008962,3,75.9,Track Occupied
TRN-05333,BLK-033508,3,71.5,Track Occupied
TRN-05334,BLK-008722,1,29.5,Track Occupied
TRN-05335,BLK-032548,3,68.4,Track Occupied
TRN-05336,BLK-004396,2,87.2,Track Occupied
TRN-05337,BLK-032349,2,82.5,Track Occupied
TRN-05338,BLK-025469,3,44.0,Track Occupied
TRN-05339,BLK-010365,3,57.8,Track Occupied
TRN-05339,BLK-010366,3,57.8,Track Occupied
TRN-05340,BLK-010134,2,64.1,Track Occupied
TRN-05341,BLK-000660,3,54.2,Track Occupied
TRN-05342,BLK-017563,2,76.6,Track Occupied
TRN-05343,BLK-032477,3,72.5,Track Occupied
TRN-05344,BLK-001569,3,25.0,Track Occupied
TRN-05345,BLK-029468,1,30.1,Track Occupied
TRN-05346,BLK-017958,3,55.2,Track Occupied
TRN-05347,BLK-004392,2,60.9,Track Occupied
TRN-05348,BLK-026808,1,45.4,Track Occupied
TRN-05349,BLK-008809,3,88.3,Track Occupied
TRN-05350,BLK-022771,2,49.1,Track Occupied
TRN-05351,BLK-016453,3,57.3,Track Occupied
TRN-05352,BLK-025774,2,51.4,Track Occupied
TRN-05353,BLK-007038,3,73.8,Track Occupied
TRN-05353,BLK-007039,3,73.8,Track Occupied
TRN-05354,BLK-025436,3,74.1,Track Occupied
TRN-05354,BLK-025437,3,74.1,Track Occupied
TRN-05355,BLK-003431,2,74.2,Track Occupied
TRN-05356,BLK-029076,2,50.5,Track Occupied
TRN-05357,BLK-032307,3,88.2,Track Occupied
TRN-05358,BLK-024956,2,85.7,Track Occupied
TRN-05359,BLK-018160,2,66.0,Track Occupied
TRN-05360,BLK-012990,2,79.9,Track Occupied
TRN-05361,BLK-024595,2,65.4,Track Occupied
TRN-05362,BLK-011889,2,69.2,Track Occupied
TRN-05363,BLK-003554,1,40.6,Track Occupied
TRN-05364,BLK-009685,3,77.5,Track Occupied
TRN-05365,BLK-002274,2,67.2,Track Occupied
TRN-05366,BLK-033137,3,62.5,Track Occupied
TRN-05367,BLK-029655,3,67.9,Track Occupied
TRN-05368,BLK-005561,3,64.1,Track Occupied
TRN-05369,BLK-000006,3,59.1,Track Occupied
TRN-05370,BLK-002547,2,80.7,Track Occupied
TRN-05371,BLK-005592,2,57.8,Track Occupied
TRN-05372,BLK-009011,2,75.5,Track Occupied
TRN-05373,BLK-029004,3,54.0,Track Occupied
TRN-05374,BLK-033117,3,66.3,Track Occupied
TRN-05375,BLK-026787,1,53.8,Track Occupied
TRN-05376,BLK-028508,2,84.7,Track Occupied
TRN-05377,BLK-000480,2,65.1,Track Occupied
TRN-05378,BLK-017825,1,17.1,Track Occupied
TRN-05378,BLK-017826,1,17.1,Track Occupied
TRN-05379,BLK-002845,3,48.4,Track Occupied
TRN-05380,BLK-018281,2,64.6,Track Occupied
TRN-05381,BLK-030507,2,90.1,Track Occupied
TRN-05382,BLK-030260,1,8.5,Track Occupied
TRN-05383,BLK-026635,2,81.9,Track Occupied
TRN-05384,BLK-026564,2,54.2,Track Occupied
TRN-05385,BLK-018965,2,91.7,Track Occupied
TRN-05386,BLK-025637,1,35.4,Track Occupied
TRN-05387,BLK-001991,2,70.9,Track Occupied
TRN-05388,BLK-022038,3,72.7,Track Occupied
TRN-05389,BLK-003098,2,71.1,Track Occupied
TRN-05390,BLK-012222,1,21.5,Track Occupied
TRN-05391,BLK-028373,3,70.8,Track Occupied
TRN-05392,BLK-020814,2,87.0,Track Occupied
TRN-05393,BLK-009762,3,71.5,Track Occupied
