train_id,block_id,conflict_type,priority_class,passenger_load_percent
TRN-05966,BLK-019897,Track Occupied,2,69.2
TRN-05967,BLK-023566,Track Occupied,1,30.0
TRN-05968,BLK-012266,Track Occupied,3,83.1
TRN-05969,BLK-019652,Track Occupied,3,58.8
TRN-05970,BLK-016007,Track Occupied,2,95.2
TRN-05971,BLK-008902,Track Occupied,1,27.8
TRN-05972,BLK-012934,Track Occupied,2,51.6
TRN-05973,BLK-016202,Track Occupied,2,90.4
TRN-05974,BLK-025927,Track Occupied,2,62.4
TRN-05975,BLK-015164,Track Occupied,1,69.5
TRN-05976,BLK-030848,Track Occupied,3,70.5
TRN-05977,BLK-031739,Track Occupied,2,46.6
TRN-05978,BLK-010600,Track Occupied,1,41.7
TRN-05979,BLK-010628,Track Occupied,1,31.2
TRN-05980,BLK-012094,Track Occupied,1,14.2
TRN-05981,BLK-003593,Track Occupied,2,80.4
TRN-05982,BLK-022594,Track Occupied,3,65.8
TRN-05983,BLK-005125,Track Occupied,2,56.8
TRN-05984,BLK-014364,Track Occupied,3,85.5
TRN-05985,BLK-022037,Track Occupied,3,65.8
TRN-05986,BLK-032283,Track Occupied,2,59.0
TRN-05987,BLK-012707,Track Occupied,2,85.5
TRN-05988,BLK-026211,Track Occupied,2,52.7
TRN-05989,BLK-019093,Track Occupied,2,52.9
TRN-05990,BLK-007267,Track Occupied,3,54.0
TRN-05991,BLK-001790,Track Occupied,2,68.5
TRN-05992,BLK-025797,Track Occupied,3,55.8
TRN-05993,BLK-009558,Track Occupied,1,26.9
TRN-05994,BLK-008881,Track Occupied,3,75.0
TRN-05995,BLK-019807,Track Occupied,1,37.3
TRN-05996,BLK-029398,Track Occupied,2,72.1
TRN-05997,BLK-026495,Track Occupied,3,54.9
TRN-05998,BLK-027963,Track Occupied,3,81.2
TRN-05999,BLK-004565,Track Occupied,3,64.2
TRN-06000,BLK-018628,Track Occupied,1,44.3
TRN-06001,BLK-008795,Track Occupied,2,88.7
TRN-06002,BLK-014033,Track Occupied,3,48.6
TRN-06003,BLK-030111,Track Occupied,2,50.9
TRN-06004,BLK-031708,Track Occupied,2,35.1
TRN-06004,BLK-031709,Track Occupied,2,35.1
TRN-06005,BLK-021242,Track Occupied,3,83.5
TRN-06006,BLK-033186,Track Occupied,1,5.0
TRN-06006,BLK-033187,Track Occupied,1,5.0
TRN-06007,BLK-015339,Track Occupied,3,59.2
TRN-06008,BLK-000814,Track Occupied,2,77.3
TRN-06009,BLK-025568,Track Occupied,3,64.4
TRN-06010,BLK-020360,Track Occupied,1,60.8
TRN-06011,BLK-025252,Track Occupied,3,98.7
TRN-06012,BLK-003077,Track Occupied,3,76.7
TRN-06013,BLK-014141,Track Occupied,1,45.2
TRN-06014,BLK-028454,Track Occupied,2,43.9
TRN-06015,BLK-030054,Track Occupied,2,65.6
TRN-06016,BLK-026726,Track Occupied,2,67.5
TRN-06017,BLK-009222,Track Occupied,3,58.8
TRN-06018,BLK-019593,Track Occupied,3,50.9
TRN-06019,BLK-021354,Track Occupied,2,77.6
TRN-06020,BLK-006543,Track Occupied,2,54.6
TRN-06021,BLK-032725,Track Occupied,3,76.3
TRN-06022,BLK-011905,Track Occupied,3,65.8
TRN-06023,BLK-019775,Track Occupied,2,64.1
TRN-06024,BLK-032804,Track Occupied,2,76.7
TRN-06025,BLK-007930,Track Occupied,3,54.9
TRN-06026,BLK-029575,Track Occupied,1,37.2
TRN-06027,BLK-015314,Track Occupied,2,97.0
TRN-06028,BLK-016609,Track Occupied,2,78.9
TRN-06029,BLK-005426,Track Occupied,2,73.6
TRN-06030,BLK-012409,Track Occupied,2,61.0
TRN-06031,BLK-015184,Track Occupied,2,88.8
TRN-06032,BLK-018112,Track Occupied,3,87.9
TRN-06033,BLK-008968,Track Occupied,1,19.5
TRN-06034,BLK-033371,Track Occupied,2,60.1
TRN-06035,BLK-014266,Track Occupied,3,46.6
TRN-06035,BLK-014267,Track Occupied,3,46.6
TRN-06036,BLK-004295,Track Occupied,2,78.0
TRN-06037,BLK-008711,Track Occupied,3,83.2
TRN-06038,BLK-022669,Track Occupied,2,60.6
TRN-06039,BLK-003293,Track Occupied,3,71.5
TRN-06040,BLK-007490,Track Occupied,3,86.1
TRN-06041,BLK-021610,Track Occupied,2,68.9
TRN-06042,BLK-015446,Track Occupied,3,78.6
TRN-06043,BLK-031945,Track Occupied,2,58.6
TRN-06044,BLK-030092,Track Occupied,3,99.0
TRN-06044,BLK-030093,Track Occupied,3,99.0
TRN-06045,BLK-005379,Track Occupied,3,62.2
TRN-06046,BLK-016884,Track Occupied,1,33.7
TRN-06047,BLK-020206,Track Occupied,3,45.6
TRN-06048,BLK-027335,Track Occupied,3,66.8
TRN-06049,BLK-016222,Track Occupied,3,45.6
TRN-06050,BLK-009935,Track Occupied,1,50.2
TRN-06051,BLK-019742,Track Occupied,1,53.9
TRN-06052,BLK-020302,Track Occupied,2,72.6
TRN-06053,BLK-014309,Track Occupied,2,84.3
TRN-06054,BLK-006030,Track Occupied,2,64.3
TRN-06054,BLK-006031,Track Occupied,2,64.3
TRN-06055,BLK-028679,Track Occupied,2,71.2
TRN-06056,BLK-016181,Track Occupied,1,21.2
TRN-06057,BLK-009575,Track Occupied,2,96.3
TRN-06058,BLK-028168,Track Occupied,3,53.0
TRN-06059,BLK-026545,Track Occupied,3,25.1
TRN-06060,BLK-003407,Track Occupied,2,77.3
TRN-06061,BLK-033075,Track Occupied,2,95.8
TRN-06062,BLK-015208,Track Occupied,2,78.2
TRN-06063,BLK-021159,Track Occupied,3,57.4
TRN-06064,BLK-010120,Track Occupied,3,79.5
TRN-06065,BLK-014199,Track Occupied,3,73.5
TRN-06066,BLK-024624,Track Occupied,2,75.9
TRN-06067,BLK-028154,Track Occupied,3,64.7
TRN-06068,BLK-004710,Track Occupied,2,99.0
TRN-06069,BLK-021817,Track Occupied,2,42.7
TRN-06070,BLK-018949,Track Occupied,2,94.6
TRN-06071,BLK-015962,Track Occupied,2,72.1
TRN-06072,BLK-018376,Track Occupied,2,60.5
TRN-06072,BLK-018377,Track Occupied,2,60.5
TRN-06073,BLK-006193,Track Occupied,3,99.0
TRN-06074,BLK-024364,Track Occupied,3,78.0
TRN-06075,BLK-027481,Track Occupied,1,34.6
TRN-06076,BLK-005960,Track Occupied,2,71.1
TRN-06077,BLK-020874,Track Occupied,3,71.8
TRN-06078,BLK-016078,Track Occupied,3,94.7
TRN-06079,BLK-033025,Track Occupied,3,83.8
TRN-06080,BLK-015580,Track Occupied,2,76.9
TRN-06081,BLK-007048,Track Occupied,3,69.1
TRN-06082,BLK-002870,Track Occupied,2,95.3
TRN-06083,BLK-002352,Track Occupied,3,82.9
TRN-06084,BLK-029592,Track Occupied,3,80.1
TRN-06085,BLK-010905,Track Occupied,1,34.2
TRN-06086,BLK-028500,Track Occupied,2,88.8
TRN-06087,BLK-012503,Track Occupied,3,71.2
TRN-06088,BLK-009952,Track Occupied,3,63.8
TRN-06089,BLK-020032,Track Occupied,2,53.1
TRN-06090,BLK-000050,Track Occupied,1,30.9
TRN-06091,BLK-012084,Track Occupied,3,93.8
TRN-06092,BLK-032675,Track Occupied,1,15.5
TRN-06093,BLK-008644,Track Occupied,3,47.7
TRN-06094,BLK-031711,Track Occupied,3,89.4
TRN-06095,BLK-015791,Track Occupied,3,69.1
TRN-06096,BLK-008797,Track Occupied,1,52.9
TRN-06097,BLK-004482,Track Occupied,3,71.0
TRN-06098,BLK-000011,Track Occupied,1,31.9
TRN-06098,BLK-000012,Track Occupied,1,31.9
TRN-06099,BLK-013186,Track Occupied,1,46.9
TRN-06100,BLK-006927,Track Occupied,1,22.8
TRN-06101,BLK-026453,Track Occupied,2,78.9
TRN-06102,BLK-013542,Track Occupied,3,94.2
TRN-06103,BLK-020585,Track Occupied,2,95.5
TRN-06104,BLK-003658,Track Occupied,3,82.7
TRN-06105,BLK-002412,Track Occupied,3,64.1
TRN-06106,BLK-003059,Track Occupied,1,41.8
TRN-06107,BLK-025042,Track Occupied,3,86.2
TRN-06108,BLK-031599,Track Occupied,3,80.1
TRN-06109,BLK-018484,Track Occupied,1,34.8
TRN-06110,BLK-025225,Track Occupied,3,95.8
TRN-06111,BLK-021244,Track Occupied,3,85.7
TRN-06112,BLK-016201,Track Occupied,3,74.9
TRN-06112,BLK-016202,Track Occupied,3,74.9
TRN-06113,BLK-007331,Track Occupied,2,99.0
TRN-06114,BLK-008903,Track Occupied,2,73.0
TRN-06115,BLK-019854,Track Occupied,2,58.4
TRN-06116,BLK-005857,Track Occupied,3,99.0
TRN-06117,BLK-026789,Track Occupied,3,54.7
TRN-06118,BLK-007346,Track Occupied,2,68.7
TRN-06119,BLK-014799,Track Occupied,1,38.0
TRN-06120,BLK-028859,Track Occupied,2,75.7
TRN-06120,BLK-028860,Track Occupied,2,75.7
TRN-06121,BLK-005272,Track Occupied,2,86.0
TRN-06122,BLK-004677,Track Occupied,2,65.7
TRN-06123,BLK-001567,Track Occupied,1,35.0
TRN-06124,BLK-019348,Track Occupied,2,75.4
TRN-06125,BLK-025593,Track Occupied,2,80.0
TRN-06126,BLK-006754,Track Occupied,2,75.7
TRN-06127,BLK-024035,Track Occupied,1,42.4
TRN-06128,BLK-015851,Track Occupied,1,17.0
TRN-06129,BLK-004045,Track Occupied,2,63.6
TRN-06130,BLK-001818,Track Occupied,2,83.2
TRN-06131,BLK-006184,Track Occupied,3,65.2
TRN-06132,BLK-033042,Track Occupied,3,99.0
TRN-06133,BLK-010702,Track Occupied,2,64.1
TRN-06134,BLK-001459,Track Occupied,2,82.5
TRN-06135,BLK-002854,Track Occupied,2,82.7
TRN-06136,BLK-008474,Track Occupied,2,54.5
TRN-06137,BLK-027328,Track Occupied,2,58.6
TRN-06138,BLK-006812,Track Occupied,2,85.8
TRN-06139,BLK-009664,Track Occupied,2,79.9
TRN-06140,BLK-015898,Track Occupied,3,61.4
TRN-06141,BLK-005888,Track Occupied,2,76.5
TRN-06142,BLK-031293,Track Occupied,3,71.0
TRN-06143,BLK-001840,Track Occupied,2,51.0
TRN-06144,BLK-001400,Track Occupied,3,54.8
TRN-06145,BLK-002925,Track Occupied,2,61.6
TRN-06146,BLK-000617,Track Occupied,2,46.3
TRN-06147,BLK-013039,Track Occupied,2,63.9
TRN-06148,BLK-000983,Track Occupied,3,70.1
TRN-06149,BLK-021096,Track Occupied,3,57.2
TRN-06150,BLK-033332,Track Occupied,2,75.2
TRN-06151,BLK-017106,Track Occupied,2,54.8
TRN-06152,BLK-012896,Track Occupied,3,66.8
TRN-06153,BLK-014283,Track Occupied,2,40.9
TRN-06154,BLK-009107,Track Occupied,2,51.3
TRN-06155,BLK-007777,Track Occupied,1,56.1
TRN-06155,BLK-007778,Track Occupied,1,56.1
TRN-06156,BLK-007302,Track Occupied,3,57.8
TRN-06157,BLK-032139,Track Occupied,2,69.2
TRN-06157,BLK-032140,Track Occupied,2,69.2
TRN-06158,BLK-002441,Track Occupied,2,85.4
TRN-06159,BLK-031220,Track Occupied,2,62.3
TRN-06160,BLK-025067,Track Occupied,2,54.9
TRN-06161,BLK-014405,Track Occupied,3,79.0
TRN-06162,BLK-024160,Track Occupied,2,40.1
TRN-06163,BLK-033502,Track Occupied,2,95.8
TRN-06164,BLK-001370,Track Occupied,2,94.6
TRN-06165,BLK-023965,Track Occupied,3,39.2
TRN-06166,BLK-020742,Track Occupied,2,67.7
TRN-06167,BLK-026176,Track Occupied,2,53.3
TRN-06168,BLK-032742,Track Occupied,3,75.9
TRN-06169,BLK-017532,Track Occupied,3,68.4
TRN-06170,BLK-028227,Track Occupied,3,67.5
TRN-06170,BLK-028228,Track Occupied,3,67.5
TRN-06171,BLK-004043,Track Occupied,3,82.3
TRN-06172,BLK-000649,Track Occupied,1,30.4
TRN-06173,BLK-029304,Track Occupied,2,72.9
TRN-06174,BLK-021068,Track Occupied,2,92.8
TRN-06175,BLK-028228,Track Occupied,3,72.5
TRN-06176,BLK-001680,Track Occupied,3,46.1
TRN-06177,BLK-031780,Track Occupied,3,61.3
TRN-06178,BLK-024727,Track Occupied,1,34.6
TRN-06179,BLK-029006,Track Occupied,2,76.0
TRN-06180,BLK-004194,Track Occupied,2,69.8
TRN-06181,BLK-028054,Track Occupied,2,76.6
TRN-06182,BLK-033350,Track Occupied,3,62.7
TRN-06183,BLK-014644,Track Occupied,2,74.3
TRN-06184,BLK-009451,Track Occupied,3,83.6
TRN-06185,BLK-032223,Track Occupied,3,75.3
TRN-06186,BLK-017583,Track Occupied,1,25.2
TRN-06187,BLK-012786,Track Occupied,1,40.2
TRN-06188,BLK-009854,Track Occupied,3,53.3
TRN-06189,BLK-027730,Track Occupied,2,65.1
TRN-06189,BLK-027731,Track Occupied,2,65.1
TRN-06190,BLK-029701,Track Occupied,2,75.5
TRN-06191,BLK-015486,Track Occupied,1,46.8
TRN-06192,BLK-033211,Track Occupied,1,41.2
TRN-06193,BLK-029239,Track Occupied,1,32.8
TRN-06194,BLK-002667,Track Occupied,3,43.9
TRN-06195,BLK-010433,Track Occupied,2,82.5
TRN-06196,BLK-023527,Track Occupied,3,73.1
TRN-06197,BLK-013921,Track Occupied,3,34.6
TRN-06198,BLK-019665,Track Occupied,2,96.1
TRN-06199,BLK-014534,Track Occupied,3,81.0
TRN-06200,BLK-029070,Track Occupied,2,87.2
TRN-06201,BLK-014504,Track Occupied,3,77.4
TRN-06202,BLK-024690,Track Occupied,3,56.9
TRN-06203,BLK-027581,Track Occupied,1,28.6
TRN-06204,BLK-032888,Track Occupied,2,61.8
TRN-06205,BLK-026746,Track Occupied,3,72.8
TRN-06206,BLK-016017,Track Occupied,3,83.3
TRN-06207,BLK-003101,Track Occupied,2,53.2
TRN-06208,BLK-021990,Track Occupied,3,86.4
TRN-06209,BLK-006765,Track Occupied,2,56.6
TRN-06210,BLK-020396,Track Occupied,3,63.3
TRN-06211,BLK-009992,Track Occupied,2,70.5
TRN-06212,BLK-014984,Track Occupied,3,81.1
TRN-06213,BLK-019057,Track Occupied,3,87.5
TRN-06213,BLK-019058,Track Occupied,3,87.5
TRN-06214,BLK-019075,Track Occupied,2,95.9
TRN-06215,BLK-028481,Track Occupied,1,52.0
TRN-06216,BLK-032036,Track Occupied,1,31.2
TRN-06217,BLK-013397,Track Occupied,3,77.4
TRN-06218,BLK-021134,Track Occupied,3,95.6
TRN-06219,BLK-003046,Track Occupied,3,73.2
TRN-06219,BLK-003047,Track Occupied,3,73.2
TRN-06220,BLK-011157,Track Occupied,2,91.2
TRN-06221,BLK-017724,Track Occupied,1,18.3
TRN-06222,BLK-026621,Track Occupied,3,67.2
TRN-06223,BLK-033317,Track Occupied,1,45.6
TRN-06224,BLK-011363,Track Occupied,1,29.3
TRN-06225,BLK-003758,Track Occupied,3,99.0
TRN-06226,BLK-020093,Track Occupied,2,73.6
TRN-06227,BLK-019465,Track Occupied,2,84.7
TRN-06228,BLK-000685,Track Occupied,2,74.3
TRN-06229,BLK-024348,Track Occupied,1,14.2
TRN-06230,BLK-015497,Track Occupied,1,13.5
TRN-06231,BLK-032549,Track Occupied,3,68.8
TRN-06232,BLK-025191,Track Occupied,3,82.3
TRN-06233,BLK-024128,Track Occupied,3,61.9
TRN-06234,BLK-003726,Track Occupied,3,58.5
TRN-06235,BLK-012872,Track Occupied,3,88.8
TRN-06236,BLK-022726,Track Occupied,3,81.5
TRN-06237,BLK-018561,Track Occupied,3,68.8
TRN-06238,BLK-011903,Track Occupied,2,72.1
TRN-06239,BLK-012542,Track Occupied,3,70.3
TRN-06240,BLK-016943,Track Occupied,1,31.9
TRN-06241,BLK-018924,Track Occupied,3,63.7
TRN-06242,BLK-026313,Track Occupied,2,99.0
TRN-06243,BLK-023083,Track Occupied,2,76.4
TRN-06244,BLK-010127,Track Occupied,3,94.2
TRN-06245,BLK-007210,Track Occupied,3,55.4
TRN-06246,BLK-021203,Track Occupied,2,74.9
TRN-06247,BLK-014053,Track Occupied,1,49.6
TRN-06248,BLK-021615,Track Occupied,1,26.3
TRN-06249,BLK-004073,Track Occupied,2,61.7
TRN-06250,BLK-010278,Track Occupied,3,99.0
TRN-06251,BLK-002829,Track Occupied,3,89.5
TRN-06252,BLK-023079,Track Occupied,2,62.3
TRN-06253,BLK-008591,Track Occupied,1,28.4
TRN-06254,BLK-013771,Track Occupied,2,71.0
TRN-06255,BLK-022776,Track Occupied,2,56.6
TRN-06256,BLK-026912,Track Occupied,2,51.6
TRN-06257,BLK-029126,Track Occupied,3,99.0
TRN-06258,BLK-024074,Track Occupied,1,27.0
TRN-06259,BLK-003208,Track Occupied,2,86.2
TRN-06260,BLK-029504,Track Occupied,2,97.6
TRN-06261,BLK-021778,Track Occupied,1,37.0
TRN-06262,BLK-023870,Track Occupied,2,75.2
TRN-06263,BLK-008357,Track Occupied,2,52.0
TRN-06264,BLK-007830,Track Occupied,1,36.0
TRN-06265,BLK-026208,Track Occupied,2,79.7
TRN-06266,BLK-023148,Track Occupied,3,67.2
TRN-06267,BLK-027996,Track Occupied,3,99.0
TRN-06268,BLK-016665,Track Occupied,3,78.8
TRN-06269,BLK-016299,Track Occupied,3,76.5
TRN-06270,BLK-027612,Track Occupied,2,72.5
TRN-06271,BLK-024548,Track Occupied,3,79.1
TRN-06272,BLK-029414,Track Occupied,3,62.7
TRN-06272,BLK-029415,Track Occupied,3,62.7
TRN-06273,BLK-030559,Track Occupied,1,19.3
TRN-06274,BLK-002229,Track Occupied,1,21.7
TRN-06275,BLK-002346,Track Occupied,3,75.3
TRN-06276,BLK-017886,Track Occupied,1,5.0
TRN-06277,BLK-032566,Track Occupied,2,62.1
TRN-06278,BLK-015160,Track Occupied,2,91.2
TRN-06279,BLK-014265,Track Occupied,3,60.1
TRN-06279,BLK-014266,Track Occupied,3,60.1
TRN-06280,BLK-026724,Track Occupied,3,60.5
TRN-06281,BLK-011871,Track Occupied,2,92.4
TRN-06282,BLK-001675,Track Occupied,2,60.2
TRN-06283,BLK-016709,Track Occupied,3,88.6
TRN-06284,BLK-011175,Track Occupied,3,91.3
TRN-06285,BLK-018474,Track Occupied,3,68.4
TRN-06286,BLK-005497,Track Occupied,2,64.7
TRN-06287,BLK-011535,Track Occupied,2,48.2
TRN-06288,BLK-024134,Track Occupied,3,72.0
TRN-06289,BLK-012159,Track Occupied,3,79.8
TRN-06289,BLK-012160,Track Occupied,3,79.8
TRN-06290,BLK-030226,Track Occupied,2,59.9
TRN-06291,BLK-014728,Track Occupied,3,88.5
TRN-06292,BLK-014137,Track Occupied,1,52.3
TRN-06293,BLK-009931,Track Occupied,2,48.4
TRN-06294,BLK-015931,Track Occupied,1,13.6
TRN-06295,BLK-015606,Track Occupied,3,64.0
TRN-06296,BLK-006612,Track Occupied,2,72.9
TRN-06297,BLK-029809,Track Occupied,3,86.1
TRN-06298,BLK-009522,Track Occupied,2,63.4
TRN-06299,BLK-013055,Track Occupied,2,66.3
TRN-06300,BLK-022173,Track Occupied,2,25.0
TRN-06301,BLK-022819,Track Occupied,3,58.8
TRN-06301,BLK-022820,Track Occupied,3,58.8
TRN-06302,BLK-022421,Track Occupied,2,89.9
TRN-06303,BLK-000828,Track Occupied,1,25.8
TRN-06304,BLK-032211,Track Occupied,3,88.1
TRN-06305,BLK-005131,Track Occupied,2,73.6
TRN-06306,BLK-019138,Track Occupied,2,74.7
TRN-06307,BLK-015530,Track Occupied,2,55.4
TRN-06308,BLK-027992,Track Occupied,3,99.0
TRN-06309,BLK-004138,Track Occupied,3,76.9
TRN-06310,BLK-012061,Track Occupied,3,99.0
TRN-06311,BLK-016928,Track Occupied,3,74.6
TRN-06312,BLK-013130,Track Occupied,2,78.9
TRN-06313,BLK-023305,Track Occupied,3,81.4
TRN-06314,BLK-019856,Track Occupied,2,44.8
TRN-06315,BLK-027171,Track Occupied,3,99.0
TRN-06316,BLK-008755,Track Occupied,3,62.7
TRN-06317,BLK-001714,Track Occupied,1,41.5
TRN-06318,BLK-017733,Track Occupied,1,33.4
TRN-06319,BLK-016137,Track Occupied,1,34.9
TRN-06320,BLK-016091,Track Occupied,2,63.7
TRN-06321,BLK-030536,Track Occupied,1,38.5
TRN-06321,BLK-030537,Track Occupied,1,38.5
TRN-06322,BLK-026156,Track Occupied,1,21.3
TRN-06323,BLK-007051,Track Occupied,3,79.4
TRN-06324,BLK-016005,Track Occupied,1,27.3
TRN-06325,BLK-000906,Track Occupied,2,74.9
TRN-06326,BLK-025639,Track Occupied,3,57.3
TRN-06327,BLK-018999,Track Occupied,3,82.0
TRN-06328,BLK-018738,Track Occupied,2,59.9
TRN-06329,BLK-026893,Track Occupied,3,47.9
TRN-06330,BLK-016819,Track Occupied,3,68.4
TRN-06331,BLK-002334,Track Occupied,2,87.8
TRN-06332,BLK-000158,Track Occupied,2,88.4
TRN-06333,BLK-017905,Track Occupied,2,76.7
TRN-06334,BLK-027345,Track Occupied,1,50.5
TRN-06335,BLK-024817,Track Occupied,3,58.9
TRN-06336,BLK-029202,Track Occupied,2,77.2
TRN-06337,BLK-018610,Track Occupied,1,15.4
TRN-06338,BLK-021078,Track Occupied,2,80.9
TRN-06339,BLK-011237,Track Occupied,2,87.1
TRN-06340,BLK-031883,Track Occupied,3,75.7
TRN-06340,BLK-031884,Track Occupied,3,75.7
TRN-06341,BLK-031935,Track Occupied,3,67.9
TRN-06342,BLK-001023,Track Occupied,3,55.4
TRN-06342,BLK-001024,Track Occupied,3,55.4
TRN-06343,BLK-017272,Track Occupied,3,56.7
TRN-06344,BLK-011475,Track Occupied,2,66.3
TRN-06345,BLK-024580,Track Occupied,3,69.1
TRN-06346,BLK-012421,Track Occupied,2,52.8
TRN-06347,BLK-020416,Track Occupied,1,8.8
TRN-06348,BLK-027924,Track Occupied,2,80.3
TRN-06349,BLK-020861,Track Occupied,1,61.8
TRN-06350,BLK-032700,Track Occupied,2,57.0
TRN-06351,BLK-030683,Track Occupied,3,57.4
TRN-06352,BLK-014317,Track Occupied,2,34.7
TRN-06353,BLK-032557,Track Occupied,3,87.6
TRN-06354,BLK-029979,Track Occupied,1,35.7
TRN-06355,BLK-001469,Track Occupied,3,66.3
TRN-06356,BLK-032467,Track Occupied,2,72.7
TRN-06357,BLK-009145,Track Occupied,2,62.2
TRN-06358,BLK-002143,Track Occupied,2,87.5
TRN-06359,BLK-012168,Track Occupied,2,59.4
TRN-06360,BLK-029639,Track Occupied,3,77.4
TRN-06361,BLK-012801,Track Occupied,3,80.8
TRN-06362,BLK-018483,Track Occupied,3,75.2
TRN-06363,BLK-019705,Track Occupied,2,74.6
TRN-06364,BLK-007134,Track Occupied,3,99.0
TRN-06365,BLK-005896,Track Occupied,1,43.0
TRN-06366,BLK-014973,Track Occupied,3,59.9
TRN-06366,BLK-014974,Track Occupied,3,59.9
TRN-06367,BLK-026068,Track Occupied,3,65.9
TRN-06368,BLK-005269,Track Occupied,3,55.8
TRN-06369,BLK-014323,Track Occupied,3,77.6
TRN-06370,BLK-004350,Track Occupied,1,38.4
TRN-06371,BLK-023877,Track Occupied,3,56.9
TRN-06372,BLK-032823,Track Occupied,2,86.0
TRN-06373,BLK-019057,Track Occupied,3,84.0
TRN-06374,BLK-024393,Track Occupied,3,55.4
TRN-06375,BLK-011662,Track Occupied,3,82.1
TRN-06376,BLK-010644,Track Occupied,2,69.5
TRN-06377,BLK-030481,Track Occupied,2,83.0
TRN-06378,BLK-009741,Track Occupied,2,82.5
TRN-06379,BLK-021380,Track Occupied,2,99.0
TRN-06380,BLK-014811,Track Occupied,3,74.1
TRN-06381,BLK-011039,Track Occupied,2,72.1
TRN-06382,BLK-026932,Track Occupied,2,82.0
TRN-06383,BLK-029226,Track Occupied,3,43.6
TRN-06384,BLK-014540,Track Occupied,2,59.5
TRN-06385,BLK-005378,Track Occupied,2,92.5
TRN-06386,BLK-015951,Track Occupied,2,94.8
TRN-06387,BLK-020965,Track Occupied,1,37.7
TRN-06388,BLK-031455,Track Occupied,2,85.3
TRN-06389,BLK-008171,Track Occupied,1,23.1
TRN-06390,BLK-008481,Track Occupied,3,90.4
TRN-06391,BLK-000136,Track Occupied,2,73.7
TRN-06392,BLK-022094,Track Occupied,3,44.9
TRN-06393,BLK-031185,Track Occupied,3,60.3
TRN-06394,BLK-010165,Track Occupied,3,73.1
TRN-06395,BLK-025545,Track Occupied,2,68.6
TRN-06396,BLK-000627,Track Occupied,1,60.7
TRN-06396,BLK-000628,Track Occupied,1,60.7
TRN-06397,BLK-001036,Track Occupied,3,64.9
TRN-06398,BLK-002439,Track Occupied,2,74.5
TRN-06398,BLK-002440,Track Occupied,2,74.5
TRN-06399,BLK-012844,Track Occupied,2,71.7
TRN-06399,BLK-012845,Track Occupied,2,71.7
TRN-06400,BLK-004635,Track Occupied,2,80.5
TRN-06401,BLK-030824,Track Occupied,2,51.1
TRN-06401,BLK-030825,Track Occupied,2,51.1
TRN-06402,BLK-025808,Track Occupied,2,59.6
TRN-06403,BLK-024955,Track Occupied,3,93.9
TRN-06404,BLK-016593,Track Occupied,1,46.4
TRN-06405,BLK-011523,Track Occupied,3,78.9
TRN-06406,BLK-019458,Track Occupied,2,58.9
TRN-06407,BLK-002701,Track Occupied,2,66.1
TRN-06408,BLK-033208,Track Occupied,2,73.5
TRN-06409,BLK-015252,Track Occupied,2,60.6
TRN-06410,BLK-007704,Track Occupied,1,50.6
TRN-06411,BLK-028844,Track Occupied,3,70.9
TRN-06412,BLK-012405,Track Occupied,2,87.1
TRN-06413,BLK-011171,Track Occupied,2,63.7
TRN-06414,BLK-015643,Track Occupied,3,95.2
TRN-06415,BLK-016823,Track Occupied,2,66.4
TRN-06416,BLK-024034,Track Occupied,1,31.0
TRN-06417,BLK-019404,Track Occupied,2,61.3
TRN-06418,BLK-013989,Track Occupied,2,61.5
TRN-06419,BLK-000561,Track Occupied,2,68.2
TRN-06420,BLK-006688,Track Occupied,3,70.8
TRN-06421,BLK-006812,Track Occupied,2,93.8
TRN-06422,BLK-016293,Track Occupied,2,99.0
TRN-06423,BLK-009521,Track Occupied,2,82.6
TRN-06424,BLK-006990,Track Occupied,2,84.8
TRN-06425,BLK-007112,Track Occupied,2,77.7
TRN-06426,BLK-031361,Track Occupied,2,62.4
TRN-06427,BLK-033566,Track Occupied,2,75.9
TRN-06428,BLK-011285,Track Occupied,2,84.7
TRN-06429,BLK-018228,Track Occupied,2,80.7
TRN-06430,BLK-017774,Track Occupied,2,62.6
TRN-06431,BLK-018665,Track Occupied,3,89.0
TRN-06432,BLK-028896,Track Occupied,2,87.0
TRN-06433,BLK-009490,Track Occupied,2,89.7
TRN-06434,BLK-026328,Track Occupied,2,99.0
TRN-06435,BLK-001530,Track Occupied,2,48.7
TRN-06436,BLK-019633,Track Occupied,3,98.6
TRN-06437,BLK-009949,Track Occupied,3,67.6
TRN-06438,BLK-013023,Track Occupied,2,64.6
TRN-06439,BLK-002982,Track Occupied,1,35.6
TRN-06440,BLK-002325,Track Occupied,2,66.7
TRN-06441,BLK-004161,Track Occupied,3,44.0
TRN-06442,BLK-022488,Track Occupied,2,63.8
TRN-06443,BLK-025853,Track Occupied,3,99.0
TRN-06444,BLK-016693,Track Occupied,2,51.2
TRN-06444,BLK-016694,Track Occupied,2,51.2
TRN-06445,BLK-013916,Track Occupied,3,60.0
TRN-06446,BLK-004989,Track Occupied,3,52.1
TRN-06447,BLK-004132,Track Occupied,3,59.4
TRN-06448,BLK-006375,Track Occupied,3,45.3
TRN-06449,BLK-014648,Track Occupied,3,99.0
TRN-06449,BLK-014649,Track Occupied,3,99.0
TRN-06450,BLK-023698,Track Occupied,1,47.9
TRN-06451,BLK-014100,Track Occupied,2,59.9
TRN-06452,BLK-031702,Track Occupied,3,76.5
TRN-06453,BLK-033349,Track Occupied,2,73.9
