block_id,date,corridor_id,section_id,start_minute,end_minute,duration_minutes,track_available,block_type,night_preference,max_simultaneous_tasks
BLK-011689,2026-09-07,COR-018,SEC-0175,0,120,120,Yes,Planned,Yes,3
BLK-011690,2026-09-07,COR-018,SEC-0175,120,240,120,Yes,Planned,Yes,2
BLK-011691,2026-09-07,COR-018,SEC-0175,240,360,120,Yes,Routine,Yes,2
BLK-011692,2026-09-07,COR-018,SEC-0175,360,480,120,Yes,Planned,No,1
BLK-011693,2026-09-07,COR-018,SEC-0175,480,600,120,Yes,Routine,No,1
BLK-011694,2026-09-07,COR-018,SEC-0175,600,720,120,Yes,Planned,No,2
BLK-011695,2026-09-07,COR-018,SEC-0175,720,840,120,No,Planned,No,2
BLK-011696,2026-09-07,COR-018,SEC-0175,840,960,120,Yes,Routine,No,2
BLK-011697,2026-09-07,COR-018,SEC-0175,960,1080,120,Yes,Planned,No,2
BLK-011698,2026-09-07,COR-018,SEC-0175,1080,1200,120,Yes,Routine,No,1
BLK-011699,2026-09-07,COR-018,SEC-0175,1200,1320,120,Yes,Planned,Yes,2
BLK-011700,2026-09-07,COR-018,SEC-0175,1320,1440,120,Yes,Planned,Yes,1
BLK-011701,2026-09-07,COR-018,SEC-0176,0,120,120,Yes,Planned,Yes,2
BLK-011702,2026-09-07,COR-018,SEC-0176,120,240,120,Yes,Planned,Yes,1
BLK-011703,2026-09-07,COR-018,SEC-0176,240,360,120,Yes,Routine,Yes,2
BLK-011704,2026-09-07,COR-018,SEC-0176,360,480,120,Yes,Planned,No,3
BLK-011705,2026-09-07,COR-018,SEC-0176,480,600,120,No,Planned,No,2
BLK-011706,2026-09-07,COR-018,SEC-0176,600,720,120,Yes,Planned,No,1
BLK-011707,2026-09-07,COR-018,SEC-0176,720,840,120,No,Emergency Reserve,No,1
BLK-011708,2026-09-07,COR-018,SEC-0176,840,960,120,Yes,Routine,No,1
BLK-011709,2026-09-07,COR-018,SEC-0176,960,1080,120,Yes,Planned,No,1
BLK-011710,2026-09-07,COR-018,SEC-0176,1080,1200,120,Yes,Planned,No,3
BLK-011711,2026-09-07,COR-018,SEC-0176,1200,1320,120,Yes,Planned,Yes,1
BLK-011712,2026-09-07,COR-018,SEC-0176,1320,1440,120,Yes,Routine,Yes,1
BLK-011713,2026-09-07,COR-018,SEC-0177,0,120,120,Yes,Emergency Reserve,Yes,3
BLK-011714,2026-09-07,COR-018,SEC-0177,120,240,120,Yes,Planned,Yes,1
BLK-011715,2026-09-07,COR-018,SEC-0177,240,360,120,Yes,Planned,Yes,1
BLK-011716,2026-09-07,COR-018,SEC-0177,360,480,120,Yes,Planned,No,2
BLK-011717,2026-09-07,COR-018,SEC-0177,480,600,120,Yes,Planned,No,2
BLK-011718,2026-09-07,COR-018,SEC-0177,600,720,120,Yes,Planned,No,3
BLK-011719,2026-09-07,COR-018,SEC-0177,720,840,120,Yes,Planned,No,2
BLK-011720,2026-09-07,COR-018,SEC-0177,840,960,120,Yes,Planned,No,1
BLK-011721,2026-09-07,COR-018,SEC-0177,960,1080,120,Yes,Routine,No,2
BLK-011722,2026-09-07,COR-018,SEC-0177,1080,1200,120,No,Planned,No,3
BLK-011723,2026-09-07,COR-018,SEC-0177,1200,1320,120,Yes,Routine,Yes,2
BLK-011724,2026-09-07,COR-018,SEC-0177,1320,1440,120,Yes,Emergency Reserve,Yes,3
BLK-011725,2026-09-07,COR-018,SEC-0178,0,120,120,Yes,Planned,Yes,1
BLK-011726,2026-09-07,COR-018,SEC-0178,120,240,120,Yes,Emergency Reserve,Yes,2
BLK-011727,2026-09-07,COR-018,SEC-0178,240,360,120,Yes,Planned,Yes,3
BLK-011728,2026-09-07,COR-018,SEC-0178,360,480,120,Yes,Planned,No,3
BLK-011729,2026-09-07,COR-018,SEC-0178,480,600,120,Yes,Planned,No,2
BLK-011730,2026-09-07,COR-018,SEC-0178,600,720,120,Yes,Planned,No,1
BLK-011731,2026-09-07,COR-018,SEC-0178,720,840,120,Yes,Routine,No,2
BLK-011732,2026-09-07,COR-018,SEC-0178,840,960,120,No,Routine,No,2
BLK-011733,2026-09-07,COR-018,SEC-0178,960,1080,120,Yes,Routine,No,2
BLK-011734,2026-09-07,COR-018,SEC-0178,1080,1200,120,Yes,Routine,No,1
BLK-011735,2026-09-07,COR-018,SEC-0178,1200,1320,120,Yes,Planned,Yes,2
BLK-011736,2026-09-07,COR-018,SEC-0178,1320,1440,120,Yes,Planned,Yes,3
BLK-011737,2026-09-07,COR-018,SEC-0179,0,120,120,Yes,Planned,Yes,3
BLK-011738,2026-09-07,COR-018,SEC-0179,120,240,120,Yes,Routine,Yes,3
BLK-011739,2026-09-07,COR-018,SEC-0179,240,360,120,Yes,Planned,Yes,1
BLK-011740,2026-09-07,COR-018,SEC-0179,360,480,120,Yes,Routine,No,1
BLK-011741,2026-09-07,COR-018,SEC-0179,480,600,120,No,Planned,No,1
BLK-011742,2026-09-07,COR-018,SEC-0179,600,720,120,No,Planned,No,3
BLK-011743,2026-09-07,COR-018,SEC-0179,720,840,120,Yes,Planned,No,2
BLK-011744,2026-09-07,COR-018,SEC-0179,840,960,120,Yes,Planned,No,1
BLK-011745,2026-09-07,COR-018,SEC-0179,960,1080,120,Yes,Routine,No,2
BLK-011746,2026-09-07,COR-018,SEC-0179,1080,1200,120,Yes,Planned,No,1
BLK-011747,2026-09-07,COR-018,SEC-0179,1200,1320,120,Yes,Planned,Yes,2
BLK-011748,2026-09-07,COR-018,SEC-0179,1320,1440,120,Yes,Planned,Yes,1
BLK-011749,2026-09-07,COR-018,SEC-0180,0,120,120,Yes,Routine,Yes,1
BLK-011750,2026-09-07,COR-018,SEC-0180,120,240,120,Yes,Planned,Yes,2
BLK-011751,2026-09-07,COR-018,SEC-0180,240,360,120,Yes,Routine,Yes,1
BLK-011752,2026-09-07,COR-018,SEC-0180,360,480,120,Yes,Routine,No,1
BLK-011753,2026-09-07,COR-018,SEC-0180,480,600,120,No,Routine,No,2
BLK-011754,2026-09-07,COR-018,SEC-0180,600,720,120,Yes,Planned,No,1
BLK-011755,2026-09-07,COR-018,SEC-0180,720,840,120,Yes,Routine,No,2
BLK-011756,2026-09-07,COR-018,SEC-0180,840,960,120,Yes,Planned,No,3
BLK-011757,2026-09-07,COR-018,SEC-0180,960,1080,120,Yes,Routine,No,1
BLK-011758,2026-09-07,COR-018,SEC-0180,1080,1200,120,Yes,Emergency Reserve,No,2
BLK-011759,2026-09-07,COR-018,SEC-0180,1200,1320,120,Yes,Routine,Yes,1
BLK-011760,2026-09-07,COR-018,SEC-0180,1320,1440,120,Yes,Planned,Yes,1
BLK-011761,2026-09-07,COR-019,SEC-0181,0,120,120,Yes,Routine,Yes,1
BLK-011762,2026-09-07,COR-019,SEC-0181,120,240,120,Yes,Planned,Yes,2
BLK-011763,2026-09-07,COR-019,SEC-0181,240,360,120,Yes,Planned,Yes,2
BLK-011764,2026-09-07,COR-019,SEC-0181,360,480,120,No,Planned,No,3
BLK-011765,2026-09-07,COR-019,SEC-0181,480,600,120,No,Routine,No,3
BLK-011766,2026-09-07,COR-019,SEC-0181,600,720,120,No,Planned,No,2
BLK-011767,2026-09-07,COR-019,SEC-0181,720,840,120,Yes,Routine,No,1
BLK-011768,2026-09-07,COR-019,SEC-0181,840,960,120,No,Planned,No,3
BLK-011769,2026-09-07,COR-019,SEC-0181,960,1080,120,Yes,Planned,No,2
BLK-011770,2026-09-07,COR-019,SEC-0181,1080,1200,120,Yes,Planned,No,2
BLK-011771,2026-09-07,COR-019,SEC-0181,1200,1320,120,Yes,Emergency Reserve,Yes,1
BLK-011772,2026-09-07,COR-019,SEC-0181,1320,1440,120,Yes,Planned,Yes,1
BLK-011773,2026-09-07,COR-019,SEC-0182,0,120,120,Yes,Routine,Yes,3
BLK-011774,2026-09-07,COR-019,SEC-0182,120,240,120,Yes,Planned,Yes,2
BLK-011775,2026-09-07,COR-019,SEC-0182,240,360,120,Yes,Routine,Yes,1
BLK-011776,2026-09-07,COR-019,SEC-0182,360,480,120,No,Planned,No,1
BLK-011777,2026-09-07,COR-019,SEC-0182,480,600,120,Yes,Planned,No,3
BLK-011778,2026-09-07,COR-019,SEC-0182,600,720,120,Yes,Emergency Reserve,No,1
BLK-011779,2026-09-07,COR-019,SEC-0182,720,840,120,No,Emergency Reserve,No,2
BLK-011780,2026-09-07,COR-019,SEC-0182,840,960,120,Yes,Routine,No,3
BLK-011781,2026-09-07,COR-019,SEC-0182,960,1080,120,Yes,Planned,No,2
BLK-011782,2026-09-07,COR-019,SEC-0182,1080,1200,120,Yes,Routine,No,1
BLK-011783,2026-09-07,COR-019,SEC-0182,1200,1320,120,Yes,Routine,Yes,3
BLK-011784,2026-09-07,COR-019,SEC-0182,1320,1440,120,Yes,Planned,Yes,3
BLK-011785,2026-09-07,COR-019,SEC-0183,0,120,120,Yes,Planned,Yes,3
BLK-011786,2026-09-07,COR-019,SEC-0183,120,240,120,No,Routine,Yes,3
BLK-011787,2026-09-07,COR-019,SEC-0183,240,360,120,Yes,Planned,Yes,2
BLK-011788,2026-09-07,COR-019,SEC-0183,360,480,120,Yes,Planned,No,2
BLK-011789,2026-09-07,COR-019,SEC-0183,480,600,120,Yes,Planned,No,2
BLK-011790,2026-09-07,COR-019,SEC-0183,600,720,120,Yes,Planned,No,1
BLK-011791,2026-09-07,COR-019,SEC-0183,720,840,120,No,Routine,No,2
BLK-011792,2026-09-07,COR-019,SEC-0183,840,960,120,No,Routine,No,2
BLK-011793,2026-09-07,COR-019,SEC-0183,960,1080,120,No,Planned,No,3
BLK-011794,2026-09-07,COR-019,SEC-0183,1080,1200,120,Yes,Planned,No,2
BLK-011795,2026-09-07,COR-019,SEC-0183,1200,1320,120,Yes,Planned,Yes,3
BLK-011796,2026-09-07,COR-019,SEC-0183,1320,1440,120,Yes,Routine,Yes,3
BLK-011797,2026-09-07,COR-019,SEC-0184,0,120,120,Yes,Planned,Yes,2
BLK-011798,2026-09-07,COR-019,SEC-0184,120,240,120,Yes,Routine,Yes,2
BLK-011799,2026-09-07,COR-019,SEC-0184,240,360,120,Yes,Planned,Yes,3
BLK-011800,2026-09-07,COR-019,SEC-0184,360,480,120,No,Routine,No,1
BLK-011801,2026-09-07,COR-019,SEC-0184,480,600,120,Yes,Routine,No,1
BLK-011802,2026-09-07,COR-019,SEC-0184,600,720,120,Yes,Planned,No,3
BLK-011803,2026-09-07,COR-019,SEC-0184,720,840,120,Yes,Planned,No,1
BLK-011804,2026-09-07,COR-019,SEC-0184,840,960,120,No,Planned,No,2
BLK-011805,2026-09-07,COR-019,SEC-0184,960,1080,120,Yes,Routine,No,2
BLK-011806,2026-09-07,COR-019,SEC-0184,1080,1200,120,Yes,Planned,No,2
BLK-011807,2026-09-07,COR-019,SEC-0184,1200,1320,120,Yes,Planned,Yes,1
BLK-011808,2026-09-07,COR-019,SEC-0184,1320,1440,120,No,Planned,Yes,2
BLK-011809,2026-09-07,COR-019,SEC-0185,0,120,120,Yes,Planned,Yes,2
BLK-011810,2026-09-07,COR-019,SEC-0185,120,240,120,Yes,Planned,Yes,2
BLK-011811,2026-09-07,COR-019,SEC-0185,240,360,120,Yes,Emergency Reserve,Yes,2
BLK-011812,2026-09-07,COR-019,SEC-0185,360,480,120,Yes,Planned,No,1
BLK-011813,2026-09-07,COR-019,SEC-0185,480,600,120,No,Planned,No,2
BLK-011814,2026-09-07,COR-019,SEC-0185,600,720,120,Yes,Emergency Reserve,No,2
BLK-011815,2026-09-07,COR-019,SEC-0185,720,840,120,Yes,Routine,No,2
BLK-011816,2026-09-07,COR-019,SEC-0185,840,960,120,No,Planned,No,1
BLK-011817,2026-09-07,COR-019,SEC-0185,960,1080,120,Yes,Planned,No,2
BLK-011818,2026-09-07,COR-019,SEC-0185,1080,1200,120,Yes,Routine,No,2
BLK-011819,2026-09-07,COR-019,SEC-0185,1200,1320,120,Yes,Planned,Yes,1
BLK-011820,2026-09-07,COR-019,SEC-0185,1320,1440,120,No,Routine,Yes,3
BLK-011821,2026-09-07,COR-019,SEC-0186,0,120,120,Yes,Routine,Yes,1
BLK-011822,2026-09-07,COR-019,SEC-0186,120,240,120,Yes,Planned,Yes,3
BLK-011823,2026-09-07,COR-019,SEC-0186,240,360,120,Yes,Planned,Yes,1
BLK-011824,2026-09-07,COR-019,SEC-0186,360,480,120,Yes,Planned,No,3
BLK-011825,2026-09-07,COR-019,SEC-0186,480,600,120,Yes,Emergency Reserve,No,1
BLK-011826,2026-09-07,COR-019,SEC-0186,600,720,120,Yes,Planned,No,2
BLK-011827,2026-09-07,COR-019,SEC-0186,720,840,120,Yes,Planned,No,1
BLK-011828,2026-09-07,COR-019,SEC-0186,840,960,120,No,Emergency Reserve,No,3
BLK-011829,2026-09-07,COR-019,SEC-0186,960,1080,120,Yes,Planned,No,2
BLK-011830,2026-09-07,COR-019,SEC-0186,1080,1200,120,Yes,Planned,No,2
BLK-011831,2026-09-07,COR-019,SEC-0186,1200,1320,120,Yes,Planned,Yes,1
BLK-011832,2026-09-07,COR-019,SEC-0186,1320,1440,120,Yes,Planned,Yes,2
BLK-011833,2026-09-07,COR-019,SEC-0187,0,120,120,Yes,Planned,Yes,1
BLK-011834,2026-09-07,COR-019,SEC-0187,120,240,120,Yes,Planned,Yes,2
BLK-011835,2026-09-07,COR-019,SEC-0187,240,360,120,Yes,Planned,Yes,1
BLK-011836,2026-09-07,COR-019,SEC-0187,360,480,120,Yes,Routine,No,2
BLK-011837,2026-09-07,COR-019,SEC-0187,480,600,120,No,Planned,No,2
BLK-011838,2026-09-07,COR-019,SEC-0187,600,720,120,Yes,Routine,No,2
BLK-011839,2026-09-07,COR-019,SEC-0187,720,840,120,No,Planned,No,3
BLK-011840,2026-09-07,COR-019,SEC-0187,840,960,120,Yes,Planned,No,1
BLK-011841,2026-09-07,COR-019,SEC-0187,960,1080,120,Yes,Planned,No,2
BLK-011842,2026-09-07,COR-019,SEC-0187,1080,1200,120,Yes,Planned,No,1
BLK-011843,2026-09-07,COR-019,SEC-0187,1200,1320,120,Yes,Emergency Reserve,Yes,1
BLK-011844,2026-09-07,COR-019,SEC-0187,1320,1440,120,Yes,Routine,Yes,2
BLK-011845,2026-09-07,COR-019,SEC-0188,0,120,120,Yes,Planned,Yes,1
BLK-011846,2026-09-07,COR-019,SEC-0188,120,240,120,Yes,Planned,Yes,3
BLK-011847,2026-09-07,COR-019,SEC-0188,240,360,120,Yes,Routine,Yes,3
BLK-011848,2026-09-07,COR-019,SEC-0188,360,480,120,Yes,Planned,No,2
BLK-011849,2026-09-07,COR-019,SEC-0188,480,600,120,No,Routine,No,3
BLK-011850,2026-09-07,COR-019,SEC-0188,600,720,120,Yes,Emergency Reserve,No,2
BLK-011851,2026-09-07,COR-019,SEC-0188,720,840,120,Yes,Planned,No,1
BLK-011852,2026-09-07,COR-019,SEC-0188,840,960,120,Yes,Routine,No,2
BLK-011853,2026-09-07,COR-019,SEC-0188,960,1080,120,Yes,Emergency Reserve,No,1
BLK-011854,2026-09-07,COR-019,SEC-0188,1080,1200,120,Yes,Planned,No,2
BLK-011855,2026-09-07,COR-019,SEC-0188,1200,1320,120,Yes,Routine,Yes,1
BLK-011856,2026-09-07,COR-019,SEC-0188,1320,1440,120,Yes,Planned,Yes,3
BLK-011857,2026-09-07,COR-019,SEC-0189,0,120,120,Yes,Emergency Reserve,Yes,1
BLK-011858,2026-09-07,COR-019,SEC-0189,120,240,120,Yes,Planned,Yes,1
BLK-011859,2026-09-07,COR-019,SEC-0189,240,360,120,Yes,Planned,Yes,1
BLK-011860,2026-09-07,COR-019,SEC-0189,360,480,120,Yes,Planned,No,3
BLK-011861,2026-09-07,COR-019,SEC-0189,480,600,120,Yes,Planned,No,2
BLK-011862,2026-09-07,COR-019,SEC-0189,600,720,120,Yes,Emergency Reserve,No,1
BLK-011863,2026-09-07,COR-019,SEC-0189,720,840,120,Yes,Planned,No,1
BLK-011864,2026-09-07,COR-019,SEC-0189,840,960,120,No,Routine,No,3
BLK-011865,2026-09-07,COR-019,SEC-0189,960,1080,120,Yes,Routine,No,2
BLK-011866,2026-09-07,COR-019,SEC-0189,1080,1200,120,Yes,Planned,No,1
BLK-011867,2026-09-07,COR-019,SEC-0189,1200,1320,120,Yes,Routine,Yes,2
BLK-011868,2026-09-07,COR-019,SEC-0189,1320,1440,120,Yes,Planned,Yes,1
BLK-011869,2026-09-07,COR-019,SEC-0190,0,120,120,Yes,Routine,Yes,2
BLK-011870,2026-09-07,COR-019,SEC-0190,120,240,120,Yes,Planned,Yes,2
BLK-011871,2026-09-07,COR-019,SEC-0190,240,360,120,Yes,Planned,Yes,2
BLK-011872,2026-09-07,COR-019,SEC-0190,360,480,120,Yes,Planned,No,3
BLK-011873,2026-09-07,COR-019,SEC-0190,480,600,120,Yes,Routine,No,1
BLK-011874,2026-09-07,COR-019,SEC-0190,600,720,120,Yes,Emergency Reserve,No,2
BLK-011875,2026-09-07,COR-019,SEC-0190,720,840,120,Yes,Routine,No,3
BLK-011876,2026-09-07,COR-019,SEC-0190,840,960,120,Yes,Routine,No,3
BLK-011877,2026-09-07,COR-019,SEC-0190,960,1080,120,Yes,Emergency Reserve,No,3
BLK-011878,2026-09-07,COR-019,SEC-0190,1080,1200,120,Yes,Planned,No,1
BLK-011879,2026-09-07,COR-019,SEC-0190,1200,1320,120,Yes,Planned,Yes,2
BLK-011880,2026-09-07,COR-019,SEC-0190,1320,1440,120,Yes,Routine,Yes,2
BLK-011881,2026-09-07,COR-020,SEC-0191,0,120,120,Yes,Emergency Reserve,Yes,1
BLK-011882,2026-09-07,COR-020,SEC-0191,120,240,120,Yes,Planned,Yes,1
BLK-011883,2026-09-07,COR-020,SEC-0191,240,360,120,Yes,Planned,Yes,2
BLK-011884,2026-09-07,COR-020,SEC-0191,360,480,120,Yes,Planned,No,2
BLK-011885,2026-09-07,COR-020,SEC-0191,480,600,120,Yes,Emergency Reserve,No,2
BLK-011886,2026-09-07,COR-020,SEC-0191,600,720,120,Yes,Routine,No,3
BLK-011887,2026-09-07,COR-020,SEC-0191,720,840,120,Yes,Routine,No,2
BLK-011888,2026-09-07,COR-020,SEC-0191,840,960,120,Yes,Planned,No,2
BLK-011889,2026-09-07,COR-020,SEC-0191,960,1080,120,Yes,Planned,No,1
BLK-011890,2026-09-07,COR-020,SEC-0191,1080,1200,120,Yes,Routine,No,2
BLK-011891,2026-09-07,COR-020,SEC-0191,1200,1320,120,Yes,Planned,Yes,2
BLK-011892,2026-09-07,COR-020,SEC-0191,1320,1440,120,Yes,Planned,Yes,2
BLK-011893,2026-09-07,COR-020,SEC-0192,0,120,120,Yes,Planned,Yes,3
BLK-011894,2026-09-07,COR-020,SEC-0192,120,240,120,Yes,Planned,Yes,1
BLK-011895,2026-09-07,COR-020,SEC-0192,240,360,120,Yes,Planned,Yes,3
BLK-011896,2026-09-07,COR-020,SEC-0192,360,480,120,Yes,Emergency Reserve,No,1
BLK-011897,2026-09-07,COR-020,SEC-0192,480,600,120,Yes,Planned,No,3
BLK-011898,2026-09-07,COR-020,SEC-0192,600,720,120,No,Routine,No,1
BLK-011899,2026-09-07,COR-020,SEC-0192,720,840,120,No,Emergency Reserve,No,2
BLK-011900,2026-09-07,COR-020,SEC-0192,840,960,120,Yes,Planned,No,1
BLK-011901,2026-09-07,COR-020,SEC-0192,960,1080,120,Yes,Emergency Reserve,No,2
BLK-011902,2026-09-07,COR-020,SEC-0192,1080,1200,120,No,Planned,No,2
BLK-011903,2026-09-07,COR-020,SEC-0192,1200,1320,120,Yes,Emergency Reserve,Yes,2
BLK-011904,2026-09-07,COR-020,SEC-0192,1320,1440,120,Yes,Planned,Yes,1
BLK-011905,2026-09-07,COR-020,SEC-0193,0,120,120,Yes,Routine,Yes,1
BLK-011906,2026-09-07,COR-020,SEC-0193,120,240,120,No,Planned,Yes,3
BLK-011907,2026-09-07,COR-020,SEC-0193,240,360,120,Yes,Planned,Yes,3
BLK-011908,2026-09-07,COR-020,SEC-0193,360,480,120,Yes,Planned,No,1
BLK-011909,2026-09-07,COR-020,SEC-0193,480,600,120,Yes,Planned,No,2
BLK-011910,2026-09-07,COR-020,SEC-0193,600,720,120,No,Planned,No,1
BLK-011911,2026-09-07,COR-020,SEC-0193,720,840,120,Yes,Routine,No,2
BLK-011912,2026-09-07,COR-020,SEC-0193,840,960,120,Yes,Planned,No,2
BLK-011913,2026-09-07,COR-020,SEC-0193,960,1080,120,Yes,Planned,No,2
BLK-011914,2026-09-07,COR-020,SEC-0193,1080,1200,120,Yes,Planned,No,3
BLK-011915,2026-09-07,COR-020,SEC-0193,1200,1320,120,Yes,Planned,Yes,2
BLK-011916,2026-09-07,COR-020,SEC-0193,1320,1440,120,No,Planned,Yes,3
BLK-011917,2026-09-07,COR-020,SEC-0194,0,120,120,No,Planned,Yes,2
BLK-011918,2026-09-07,COR-020,SEC-0194,120,240,120,Yes,Planned,Yes,2
BLK-011919,2026-09-07,COR-020,SEC-0194,240,360,120,Yes,Emergency Reserve,Yes,1
BLK-011920,2026-09-07,COR-020,SEC-0194,360,480,120,Yes,Routine,No,1
BLK-011921,2026-09-07,COR-020,SEC-0194,480,600,120,No,Planned,No,2
BLK-011922,2026-09-07,COR-020,SEC-0194,600,720,120,Yes,Planned,No,2
BLK-011923,2026-09-07,COR-020,SEC-0194,720,840,120,Yes,Planned,No,3
BLK-011924,2026-09-07,COR-020,SEC-0194,840,960,120,Yes,Routine,No,2
BLK-011925,2026-09-07,COR-020,SEC-0194,960,1080,120,Yes,Routine,No,2
BLK-011926,2026-09-07,COR-020,SEC-0194,1080,1200,120,Yes,Planned,No,2
BLK-011927,2026-09-07,COR-020,SEC-0194,1200,1320,120,Yes,Planned,Yes,3
BLK-011928,2026-09-07,COR-020,SEC-0194,1320,1440,120,Yes,Emergency Reserve,Yes,1
BLK-011929,2026-09-07,COR-020,SEC-0195,0,120,120,Yes,Planned,Yes,1
BLK-011930,2026-09-07,COR-020,SEC-0195,120,240,120,Yes,Planned,Yes,2
BLK-011931,2026-09-07,COR-020,SEC-0195,240,360,120,No,Planned,Yes,3
BLK-011932,2026-09-07,COR-020,SEC-0195,360,480,120,Yes,Planned,No,2
BLK-011933,2026-09-07,COR-020,SEC-0195,480,600,120,No,Emergency Reserve,No,1
BLK-011934,2026-09-07,COR-020,SEC-0195,600,720,120,Yes,Planned,No,3
BLK-011935,2026-09-07,COR-020,SEC-0195,720,840,120,No,Planned,No,2
BLK-011936,2026-09-07,COR-020,SEC-0195,840,960,120,Yes,Routine,No,2
BLK-011937,2026-09-07,COR-020,SEC-0195,960,1080,120,Yes,Planned,No,2
BLK-011938,2026-09-07,COR-020,SEC-0195,1080,1200,120,Yes,Planned,No,3
BLK-011939,2026-09-07,COR-020,SEC-0195,1200,1320,120,Yes,Planned,Yes,1
BLK-011940,2026-09-07,COR-020,SEC-0195,1320,1440,120,Yes,Planned,Yes,1
BLK-011941,2026-09-07,COR-020,SEC-0196,0,120,120,Yes,Planned,Yes,1
BLK-011942,2026-09-07,COR-020,SEC-0196,120,240,120,Yes,Routine,Yes,1
BLK-011943,2026-09-07,COR-020,SEC-0196,240,360,120,Yes,Planned,Yes,1
BLK-011944,2026-09-07,COR-020,SEC-0196,360,480,120,Yes,Planned,No,2
BLK-011945,2026-09-07,COR-020,SEC-0196,480,600,120,Yes,Planned,No,2
BLK-011946,2026-09-07,COR-020,SEC-0196,600,720,120,No,Planned,No,1
BLK-011947,2026-09-07,COR-020,SEC-0196,720,840,120,No,Routine,No,3
BLK-011948,2026-09-07,COR-020,SEC-0196,840,960,120,No,Routine,No,1
BLK-011949,2026-09-07,COR-020,SEC-0196,960,1080,120,Yes,Routine,No,3
BLK-011950,2026-09-07,COR-020,SEC-0196,1080,1200,120,Yes,Emergency Reserve,No,1
BLK-011951,2026-09-07,COR-020,SEC-0196,1200,1320,120,Yes,Planned,Yes,2
BLK-011952,2026-09-07,COR-020,SEC-0196,1320,1440,120,Yes,Planned,Yes,1
BLK-011953,2026-09-07,COR-020,SEC-0197,0,120,120,Yes,Planned,Yes,1
BLK-011954,2026-09-07,COR-020,SEC-0197,120,240,120,No,Planned,Yes,2
BLK-011955,2026-09-07,COR-020,SEC-0197,240,360,120,Yes,Emergency Reserve,Yes,3
BLK-011956,2026-09-07,COR-020,SEC-0197,360,480,120,Yes,Planned,No,1
BLK-011957,2026-09-07,COR-020,SEC-0197,480,600,120,Yes,Planned,No,1
BLK-011958,2026-09-07,COR-020,SEC-0197,600,720,120,No,Planned,No,3
BLK-011959,2026-09-07,COR-020,SEC-0197,720,840,120,Yes,Planned,No,1
BLK-011960,2026-09-07,COR-020,SEC-0197,840,960,120,Yes,Planned,No,1
BLK-011961,2026-09-07,COR-020,SEC-0197,960,1080,120,Yes,Emergency Reserve,No,3
BLK-011962,2026-09-07,COR-020,SEC-0197,1080,1200,120,Yes,Planned,No,3
BLK-011963,2026-09-07,COR-020,SEC-0197,1200,1320,120,Yes,Routine,Yes,2
BLK-011964,2026-09-07,COR-020,SEC-0197,1320,1440,120,Yes,Planned,Yes,2
BLK-011965,2026-09-07,COR-020,SEC-0198,0,120,120,Yes,Planned,Yes,3
BLK-011966,2026-09-07,COR-020,SEC-0198,120,240,120,Yes,Planned,Yes,1
BLK-011967,2026-09-07,COR-020,SEC-0198,240,360,120,Yes,Routine,Yes,2
BLK-011968,2026-09-07,COR-020,SEC-0198,360,480,120,Yes,Routine,No,2
BLK-011969,2026-09-07,COR-020,SEC-0198,480,600,120,Yes,Emergency Reserve,No,3
BLK-011970,2026-09-07,COR-020,SEC-0198,600,720,120,No,Planned,No,2
BLK-011971,2026-09-07,COR-020,SEC-0198,720,840,120,No,Routine,No,2
BLK-011972,2026-09-07,COR-020,SEC-0198,840,960,120,No,Emergency Reserve,No,1
BLK-011973,2026-09-07,COR-020,SEC-0198,960,1080,120,Yes,Planned,No,3
BLK-011974,2026-09-07,COR-020,SEC-0198,1080,1200,120,Yes,Planned,No,2
BLK-011975,2026-09-07,COR-020,SEC-0198,1200,1320,120,Yes,Planned,Yes,2
BLK-011976,2026-09-07,COR-020,SEC-0198,1320,1440,120,No,Routine,Yes,1
BLK-011977,2026-09-07,COR-020,SEC-0199,0,120,120,No,Planned,Yes,1
BLK-011978,2026-09-07,COR-020,SEC-0199,120,240,120,Yes,Routine,Yes,2
BLK-011979,2026-09-07,COR-020,SEC-0199,240,360,120,Yes,Routine,Yes,3
BLK-011980,2026-09-07,COR-020,SEC-0199,360,480,120,Yes,Routine,No,2
BLK-011981,2026-09-07,COR-020,SEC-0199,480,600,120,No,Planned,No,2
BLK-011982,2026-09-07,COR-020,SEC-0199,600,720,120,Yes,Planned,No,2
BLK-011983,2026-09-07,COR-020,SEC-0199,720,840,120,Yes,Routine,No,2
BLK-011984,2026-09-07,COR-020,SEC-0199,840,960,120,Yes,Routine,No,3
BLK-011985,2026-09-07,COR-020,SEC-0199,960,1080,120,Yes,Planned,No,2
BLK-011986,2026-09-07,COR-020,SEC-0199,1080,1200,120,Yes,Planned,No,2
BLK-011987,2026-09-07,COR-020,SEC-0199,1200,1320,120,Yes,Planned,Yes,2
BLK-011988,2026-09-07,COR-020,SEC-0199,1320,1440,120,No,Planned,Yes,2
BLK-011989,2026-09-07,COR-020,SEC-0200,0,120,120,No,Planned,Yes,1
BLK-011990,2026-09-07,COR-020,SEC-0200,120,240,120,Yes,Planned,Yes,1
BLK-011991,2026-09-07,COR-020,SEC-0200,240,360,120,Yes,Planned,Yes,3
BLK-011992,2026-09-07,COR-020,SEC-0200,360,480,120,Yes,Routine,No,1
BLK-011993,2026-09-07,COR-020,SEC-0200,480,600,120,Yes,Routine,No,3
